State,Parameters,Month,count,Year
Goa,Respiratory Mortality,April,0.0,2019.0
Gujarat,Other Respiratory Illness Cases,April,80.0,2019.0
Gujarat,Asthma Cases,April,43.0,2019.0
Gujarat,Respiratory Hospitalizations,April,45.0,2019.0
Gujarat,Asthma/COPD Cases,April,80.0,2019.0
Gujarat,Respiratory Mortality,April,0.0,2019.0
Gujarat,Respiratory Mortality,April,6.0,2019.0
Haryana,Other Respiratory Illness Cases,April,0.0,2019.0
Haryana,Asthma Cases,April,0.0,2019.0
Haryana,Respiratory Hospitalizations,April,0.0,2019.0
Haryana,Asthma/COPD Cases,April,0.0,2019.0
Haryana,Respiratory Mortality,April,0.0,2019.0
Haryana,Respiratory Mortality,April,0.0,2019.0
Himachal Pradesh,Other Respiratory Illness Cases,April,0.0,2019.0
Himachal Pradesh,Asthma Cases,April,0.0,2019.0
Himachal Pradesh,Asthma/COPD Cases,April,4.0,2019.0
Himachal Pradesh,Respiratory Mortality,April,0.0,2019.0
Himachal Pradesh,Respiratory Mortality,April,0.0,2019.0
Jammu & Kashmir,Other Respiratory Illness Cases,April,5.0,2019.0
Jammu & Kashmir,Asthma Cases,April,8.0,2019.0
Jammu & Kashmir,Respiratory Hospitalizations,April,9.0,2019.0
Jammu & Kashmir,Asthma/COPD Cases,April,0.0,2019.0
Jammu & Kashmir,Respiratory Mortality,April,0.0,2019.0
Jammu & Kashmir,Respiratory Mortality,April,0.0,2019.0
Jharkhand,Other Respiratory Illness Cases,April,13.0,2019.0
Jharkhand,Asthma Cases,April,23.0,2019.0
Jharkhand,Respiratory Hospitalizations,April,54.0,2019.0
Jharkhand,Asthma/COPD Cases,April,65.0,2019.0
Jharkhand,Respiratory Mortality,April,0.0,2019.0
Jharkhand,Respiratory Mortality,April,0.0,2019.0
Karnataka,Other Respiratory Illness Cases,April,324.0,2019.0
Karnataka,Asthma Cases,April,197.0,2019.0
Karnataka,Respiratory Hospitalizations,April,653.0,2019.0
Karnataka,Asthma/COPD Cases,April,2543.0,2019.0
Karnataka,Respiratory Mortality,April,2.0,2019.0
Karnataka,Respiratory Mortality,April,50.0,2019.0
Kerala,Other Respiratory Illness Cases,April,555.0,2019.0
Kerala,Asthma Cases,April,621.0,2019.0
Kerala,Respiratory Hospitalizations,April,2154.0,2019.0
Kerala,Asthma/COPD Cases,April,2572.0,2019.0
Kerala,Respiratory Mortality,April,0.0,2019.0
Kerala,Respiratory Mortality,April,64.0,2019.0
Madhya Pradesh,Other Respiratory Illness Cases,April,173.0,2019.0
Madhya Pradesh,Asthma Cases,April,49.0,2019.0
Madhya Pradesh,Respiratory Hospitalizations,April,307.0,2019.0
Madhya Pradesh,Asthma/COPD Cases,April,1514.0,2019.0
Madhya Pradesh,Respiratory Mortality,April,2.0,2019.0
Madhya Pradesh,Respiratory Mortality,April,40.0,2019.0
Maharashtra,Other Respiratory Illness Cases,April,150.0,2019.0
Maharashtra,Asthma Cases,April,31.0,2019.0
Maharashtra,Respiratory Hospitalizations,April,122.0,2019.0
Maharashtra,Asthma/COPD Cases,April,1.0,2019.0
Maharashtra,Respiratory Mortality,April,4.0,2019.0
Maharashtra,Respiratory Mortality,April,255.0,2019.0
Manipur,Other Respiratory Illness Cases,April,4.0,2019.0
Manipur,Asthma Cases,April,1.0,2019.0
Manipur,Respiratory Hospitalizations,April,20.0,2019.0
Manipur,Asthma/COPD Cases,April,9.0,2019.0
Manipur,Respiratory Mortality,April,0.0,2019.0
Manipur,Respiratory Mortality,April,0.0,2019.0
Meghalaya,Other Respiratory Illness Cases,April,105.0,2019.0
Meghalaya,Asthma Cases,April,5.0,2019.0
Meghalaya,Respiratory Hospitalizations,April,238.0,2019.0
Meghalaya,Asthma/COPD Cases,April,353.0,2019.0
Meghalaya,Respiratory Mortality,April,2.0,2019.0
Meghalaya,Respiratory Mortality,April,5.0,2019.0
Mizoram,Other Respiratory Illness Cases,April,17.0,2019.0
Mizoram,Asthma Cases,April,5.0,2019.0
Mizoram,Respiratory Hospitalizations,April,51.0,2019.0
Mizoram,Asthma/COPD Cases,April,76.0,2019.0
Mizoram,Respiratory Mortality,April,0.0,2019.0
Mizoram,Respiratory Mortality,April,3.0,2019.0
Nagaland,Other Respiratory Illness Cases,April,10.0,2019.0
Nagaland,Asthma Cases,April,2.0,2019.0
Nagaland,Respiratory Hospitalizations,April,20.0,2019.0
Nagaland,Asthma/COPD Cases,April,58.0,2019.0
Nagaland,Respiratory Mortality,April,0.0,2019.0
Nagaland,Respiratory Mortality,April,2.0,2019.0
Odisha,Other Respiratory Illness Cases,April,25.0,2019.0
Odisha,Asthma Cases,April,79.0,2019.0
Odisha,Respiratory Hospitalizations,April,95.0,2019.0
Odisha,Asthma/COPD Cases,April,257.0,2019.0
Odisha,Respiratory Mortality,April,0.0,2019.0
Odisha,Respiratory Mortality,April,5.0,2019.0
Puducherry,Other Respiratory Illness Cases,April,1.0,2019.0
Puducherry,Asthma Cases,April,1.0,2019.0
Puducherry,Respiratory Hospitalizations,April,0.0,2019.0
Puducherry,Asthma/COPD Cases,April,16.0,2019.0
Puducherry,Respiratory Mortality,April,0.0,2019.0
Puducherry,Respiratory Mortality,April,1.0,2019.0
Punjab,Other Respiratory Illness Cases,April,0.0,2019.0
Punjab,Asthma Cases,April,0.0,2019.0
Punjab,Respiratory Hospitalizations,April,0.0,2019.0
Punjab,Asthma/COPD Cases,April,1.0,2019.0
Punjab,Respiratory Mortality,April,0.0,2019.0
Punjab,Respiratory Mortality,April,0.0,2019.0
Rajasthan,Other Respiratory Illness Cases,April,4.0,2019.0
Rajasthan,Asthma Cases,April,1.0,2019.0
Rajasthan,Respiratory Hospitalizations,April,10.0,2019.0
Rajasthan,Asthma/COPD Cases,April,1.0,2019.0
Rajasthan,Respiratory Mortality,April,0.0,2019.0
Rajasthan,Respiratory Mortality,April,0.0,2019.0
Tamil Nadu,Other Respiratory Illness Cases,April,0.0,2019.0
Tamil Nadu,Asthma Cases,April,0.0,2019.0
Tamil Nadu,Respiratory Hospitalizations,April,0.0,2019.0
Tamil Nadu,Asthma/COPD Cases,April,0.0,2019.0
Telangana,Other Respiratory Illness Cases,April,0.0,2019.0
Telangana,Asthma Cases,April,0.0,2019.0
Telangana,Respiratory Hospitalizations,April,8.0,2019.0
Telangana,Asthma/COPD Cases,April,1.0,2019.0
Telangana,Respiratory Mortality,April,0.0,2019.0
Telangana,Respiratory Mortality,April,0.0,2019.0
Tripura,Other Respiratory Illness Cases,April,2.0,2019.0
Tripura,Respiratory Mortality,April,0.0,2019.0
Tripura,Respiratory Mortality,April,8.0,2019.0
Uttar Pradesh,Other Respiratory Illness Cases,April,119.0,2019.0
Uttar Pradesh,Asthma Cases,April,213.0,2019.0
Uttar Pradesh,Respiratory Hospitalizations,April,40.0,2019.0
Uttar Pradesh,Asthma/COPD Cases,April,168.0,2019.0
Uttar Pradesh,Respiratory Mortality,April,0.0,2019.0
Uttar Pradesh,Respiratory Mortality,April,0.0,2019.0
Uttarakhand,Other Respiratory Illness Cases,April,0.0,2019.0
Uttarakhand,Asthma Cases,April,0.0,2019.0
Uttarakhand,Respiratory Hospitalizations,April,1.0,2019.0
Uttarakhand,Asthma/COPD Cases,April,4.0,2019.0
West Bengal,Other Respiratory Illness Cases,April,51.0,2019.0
West Bengal,Asthma Cases,April,0.0,2019.0
West Bengal,Respiratory Hospitalizations,April,4.0,2019.0
West Bengal,Asthma/COPD Cases,April,125.0,2019.0
West Bengal,Respiratory Mortality,April,0.0,2019.0
West Bengal,Respiratory Mortality,April,7.0,2019.0
A & N Islands,Other Respiratory Illness Cases,April,0.0,2019.0
A & N Islands,Asthma Cases,April,0.0,2019.0
A & N Islands,Respiratory Hospitalizations,April,0.0,2019.0
A & N Islands,Asthma/COPD Cases,April,0.0,2019.0
A & N Islands,Respiratory Mortality,April,0.0,2019.0
A & N Islands,Respiratory Mortality,April,0.0,2019.0
Andhra Pradesh,Other Respiratory Illness Cases,April,644.0,2019.0
Andhra Pradesh,Asthma Cases,April,214.0,2019.0
Andhra Pradesh,Respiratory Hospitalizations,April,165.0,2019.0
Andhra Pradesh,Asthma/COPD Cases,April,3308.0,2019.0
Andhra Pradesh,Respiratory Mortality,April,0.0,2019.0
Andhra Pradesh,Respiratory Mortality,April,28.0,2019.0
Arunachal Pradesh,Other Respiratory Illness Cases,April,0.0,2019.0
Arunachal Pradesh,Asthma Cases,April,0.0,2019.0
Arunachal Pradesh,Respiratory Hospitalizations,April,0.0,2019.0
Arunachal Pradesh,Asthma/COPD Cases,April,0.0,2019.0
Arunachal Pradesh,Respiratory Mortality,April,0.0,2019.0
Arunachal Pradesh,Respiratory Mortality,April,0.0,2019.0
Assam,Other Respiratory Illness Cases,April,22.0,2019.0
Assam,Asthma Cases,April,17.0,2019.0
Assam,Respiratory Hospitalizations,April,15.0,2019.0
Assam,Asthma/COPD Cases,April,220.0,2019.0
Assam,Respiratory Mortality,April,2.0,2019.0
Assam,Respiratory Mortality,April,1.0,2019.0
Bihar,Other Respiratory Illness Cases,April,37.0,2019.0
Bihar,Asthma Cases,April,19.0,2019.0
Bihar,Respiratory Hospitalizations,April,167.0,2019.0
Bihar,Asthma/COPD Cases,April,37.0,2019.0
Bihar,Respiratory Mortality,April,0.0,2019.0
Bihar,Respiratory Mortality,April,0.0,2019.0
Chandigarh,Other Respiratory Illness Cases,April,135.0,2019.0
Chandigarh,Asthma Cases,April,75.0,2019.0
Chandigarh,Respiratory Hospitalizations,April,2.0,2019.0
Chandigarh,Asthma/COPD Cases,April,17.0,2019.0
Chandigarh,Respiratory Mortality,April,0.0,2019.0
Chandigarh,Respiratory Mortality,April,0.0,2019.0
Chhattisgarh,Other Respiratory Illness Cases,April,49.0,2019.0
Chhattisgarh,Asthma Cases,April,21.0,2019.0
Chhattisgarh,Respiratory Hospitalizations,April,695.0,2019.0
Chhattisgarh,Asthma/COPD Cases,April,22.0,2019.0
Chhattisgarh,Respiratory Mortality,April,0.0,2019.0
Chhattisgarh,Respiratory Mortality,April,1.0,2019.0
Dadra & Nagar Haveli,Other Respiratory Illness Cases,April,0.0,2019.0
Dadra & Nagar Haveli,Asthma Cases,April,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Hospitalizations,April,0.0,2019.0
Dadra & Nagar Haveli,Asthma/COPD Cases,April,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,April,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,April,0.0,2019.0
Daman & Diu,Other Respiratory Illness Cases,April,0.0,2019.0
Daman & Diu,Asthma Cases,April,0.0,2019.0
Daman & Diu,Respiratory Hospitalizations,April,0.0,2019.0
Daman & Diu,Asthma/COPD Cases,April,0.0,2019.0
Daman & Diu,Respiratory Mortality,April,0.0,2019.0
Daman & Diu,Respiratory Mortality,April,0.0,2019.0
Delhi,Other Respiratory Illness Cases,April,821.0,2019.0
Delhi,Asthma Cases,April,562.0,2019.0
Delhi,Respiratory Hospitalizations,April,257.0,2019.0
Delhi,Asthma/COPD Cases,April,1064.0,2019.0
Delhi,Respiratory Mortality,April,0.0,2019.0
Delhi,Respiratory Mortality,April,30.0,2019.0
Goa,Other Respiratory Illness Cases,April,0.0,2019.0
Goa,Asthma Cases,April,0.0,2019.0
Goa,Respiratory Hospitalizations,April,0.0,2019.0
Goa,Asthma/COPD Cases,April,0.0,2019.0
Goa,Respiratory Mortality,April,0.0,2019.0
Goa,Respiratory Mortality,April,0.0,2019.0
Gujarat,Other Respiratory Illness Cases,April,135.0,2019.0
Gujarat,Asthma Cases,April,69.0,2019.0
Gujarat,Respiratory Hospitalizations,April,288.0,2019.0
Gujarat,Asthma/COPD Cases,April,371.0,2019.0
Gujarat,Respiratory Mortality,April,0.0,2019.0
Gujarat,Respiratory Mortality,April,15.0,2019.0
Haryana,Other Respiratory Illness Cases,April,29.0,2019.0
Haryana,Asthma Cases,April,34.0,2019.0
Haryana,Respiratory Hospitalizations,April,106.0,2019.0
Haryana,Asthma/COPD Cases,April,33.0,2019.0
Haryana,Respiratory Mortality,April,1.0,2019.0
Haryana,Respiratory Mortality,April,18.0,2019.0
Himachal Pradesh,Other Respiratory Illness Cases,April,0.0,2019.0
Himachal Pradesh,Asthma Cases,April,0.0,2019.0
Himachal Pradesh,Respiratory Hospitalizations,April,0.0,2019.0
Himachal Pradesh,Asthma/COPD Cases,April,0.0,2019.0
Himachal Pradesh,Respiratory Mortality,April,0.0,2019.0
Himachal Pradesh,Respiratory Mortality,April,0.0,2019.0
Jammu & Kashmir,Other Respiratory Illness Cases,April,5.0,2019.0
Jammu & Kashmir,Asthma Cases,April,8.0,2019.0
Jammu & Kashmir,Respiratory Hospitalizations,April,56.0,2019.0
Jammu & Kashmir,Asthma/COPD Cases,April,0.0,2019.0
Jammu & Kashmir,Respiratory Mortality,April,0.0,2019.0
Jammu & Kashmir,Respiratory Mortality,April,0.0,2019.0
Jharkhand,Other Respiratory Illness Cases,April,22.0,2019.0
Jharkhand,Asthma Cases,April,12.0,2019.0
Jharkhand,Respiratory Hospitalizations,April,13.0,2019.0
Jharkhand,Asthma/COPD Cases,April,29.0,2019.0
Jharkhand,Respiratory Mortality,April,0.0,2019.0
Jharkhand,Respiratory Mortality,April,0.0,2019.0
Karnataka,Other Respiratory Illness Cases,April,344.0,2019.0
Karnataka,Asthma Cases,April,353.0,2019.0
Karnataka,Respiratory Hospitalizations,April,786.0,2019.0
Karnataka,Asthma/COPD Cases,April,2774.0,2019.0
Karnataka,Respiratory Mortality,April,3.0,2019.0
Karnataka,Respiratory Mortality,April,80.0,2019.0
Kerala,Other Respiratory Illness Cases,April,115.0,2019.0
Kerala,Asthma Cases,April,317.0,2019.0
Kerala,Respiratory Hospitalizations,April,458.0,2019.0
Kerala,Asthma/COPD Cases,April,782.0,2019.0
Kerala,Respiratory Mortality,April,0.0,2019.0
Kerala,Respiratory Mortality,April,20.0,2019.0
Madhya Pradesh,Other Respiratory Illness Cases,April,589.0,2019.0
Madhya Pradesh,Asthma Cases,April,104.0,2019.0
Madhya Pradesh,Respiratory Hospitalizations,April,513.0,2019.0
Madhya Pradesh,Asthma/COPD Cases,April,1015.0,2019.0
Madhya Pradesh,Respiratory Mortality,April,2.0,2019.0
Madhya Pradesh,Respiratory Mortality,April,42.0,2019.0
Maharashtra,Other Respiratory Illness Cases,April,350.0,2019.0
Maharashtra,Asthma Cases,April,222.0,2019.0
Maharashtra,Respiratory Hospitalizations,April,463.0,2019.0
Maharashtra,Asthma/COPD Cases,April,1349.0,2019.0
Maharashtra,Respiratory Mortality,April,5.0,2019.0
Maharashtra,Respiratory Mortality,April,309.0,2019.0
Manipur,Other Respiratory Illness Cases,April,4.0,2019.0
Manipur,Asthma Cases,April,1.0,2019.0
Manipur,Respiratory Hospitalizations,April,0.0,2019.0
Manipur,Asthma/COPD Cases,April,9.0,2019.0
Manipur,Respiratory Mortality,April,0.0,2019.0
Manipur,Respiratory Mortality,April,0.0,2019.0
Meghalaya,Other Respiratory Illness Cases,April,0.0,2019.0
Meghalaya,Asthma Cases,April,1.0,2019.0
Meghalaya,Respiratory Hospitalizations,April,0.0,2019.0
Meghalaya,Asthma/COPD Cases,April,0.0,2019.0
Meghalaya,Respiratory Mortality,April,0.0,2019.0
Meghalaya,Respiratory Mortality,April,2.0,2019.0
Mizoram,Other Respiratory Illness Cases,April,0.0,2019.0
Mizoram,Asthma Cases,April,0.0,2019.0
Mizoram,Respiratory Hospitalizations,April,8.0,2019.0
Mizoram,Asthma/COPD Cases,April,9.0,2019.0
Mizoram,Respiratory Mortality,April,0.0,2019.0
Mizoram,Respiratory Mortality,April,2.0,2019.0
Nagaland,Other Respiratory Illness Cases,April,10.0,2019.0
Nagaland,Asthma Cases,April,2.0,2019.0
Nagaland,Respiratory Hospitalizations,April,20.0,2019.0
Nagaland,Asthma/COPD Cases,April,57.0,2019.0
Nagaland,Respiratory Mortality,April,0.0,2019.0
Nagaland,Respiratory Mortality,April,2.0,2019.0
Odisha,Other Respiratory Illness Cases,April,31.0,2019.0
Odisha,Asthma Cases,April,49.0,2019.0
Odisha,Respiratory Hospitalizations,April,198.0,2019.0
Odisha,Asthma/COPD Cases,April,66.0,2019.0
Odisha,Respiratory Mortality,April,0.0,2019.0
Odisha,Respiratory Mortality,April,3.0,2019.0
Puducherry,Other Respiratory Illness Cases,April,113.0,2019.0
Puducherry,Asthma Cases,April,70.0,2019.0
Puducherry,Respiratory Hospitalizations,April,71.0,2019.0
Puducherry,Asthma/COPD Cases,April,241.0,2019.0
Puducherry,Respiratory Mortality,April,0.0,2019.0
Puducherry,Respiratory Mortality,April,4.0,2019.0
Punjab,Other Respiratory Illness Cases,April,113.0,2019.0
Punjab,Asthma Cases,April,268.0,2019.0
Punjab,Respiratory Hospitalizations,April,85.0,2019.0
Punjab,Asthma/COPD Cases,April,311.0,2019.0
Punjab,Respiratory Mortality,April,0.0,2019.0
Punjab,Respiratory Mortality,April,16.0,2019.0
Rajasthan,Other Respiratory Illness Cases,April,1304.0,2019.0
Rajasthan,Asthma Cases,April,278.0,2019.0
Rajasthan,Respiratory Hospitalizations,April,605.0,2019.0
Rajasthan,Asthma/COPD Cases,April,2086.0,2019.0
Rajasthan,Respiratory Mortality,April,10.0,2019.0
Rajasthan,Respiratory Mortality,April,84.0,2019.0
Sikkim,Other Respiratory Illness Cases,April,0.0,2019.0
Sikkim,Asthma Cases,April,0.0,2019.0
Sikkim,Respiratory Hospitalizations,April,41.0,2019.0
Sikkim,Respiratory Mortality,April,0.0,2019.0
Sikkim,Respiratory Mortality,April,0.0,2019.0
Tamil Nadu,Other Respiratory Illness Cases,April,80.0,2019.0
Tamil Nadu,Asthma Cases,April,80.0,2019.0
Tamil Nadu,Respiratory Hospitalizations,April,15157.0,2019.0
Tamil Nadu,Asthma/COPD Cases,April,3716.0,2019.0
Tamil Nadu,Respiratory Mortality,April,0.0,2019.0
Tamil Nadu,Respiratory Mortality,April,50.0,2019.0
Telangana,Other Respiratory Illness Cases,April,154.0,2019.0
Telangana,Asthma Cases,April,466.0,2019.0
Telangana,Respiratory Hospitalizations,April,343.0,2019.0
Telangana,Asthma/COPD Cases,April,760.0,2019.0
Telangana,Respiratory Mortality,April,1.0,2019.0
Telangana,Respiratory Mortality,April,12.0,2019.0
Tripura,Other Respiratory Illness Cases,April,5.0,2019.0
Tripura,Asthma Cases,April,2.0,2019.0
Tripura,Respiratory Hospitalizations,April,20.0,2019.0
Tripura,Asthma/COPD Cases,April,98.0,2019.0
Tripura,Respiratory Mortality,April,0.0,2019.0
Tripura,Respiratory Mortality,April,0.0,2019.0
Uttar Pradesh,Other Respiratory Illness Cases,April,936.0,2019.0
Uttar Pradesh,Asthma Cases,April,574.0,2019.0
Uttar Pradesh,Respiratory Hospitalizations,April,296.0,2019.0
Uttar Pradesh,Asthma/COPD Cases,April,323.0,2019.0
Uttar Pradesh,Respiratory Mortality,April,0.0,2019.0
Uttar Pradesh,Respiratory Mortality,April,1.0,2019.0
Uttarakhand,Other Respiratory Illness Cases,April,74.0,2019.0
Uttarakhand,Asthma Cases,April,29.0,2019.0
Uttarakhand,Respiratory Hospitalizations,April,132.0,2019.0
Uttarakhand,Asthma/COPD Cases,April,152.0,2019.0
Uttarakhand,Respiratory Mortality,April,0.0,2019.0
Uttarakhand,Respiratory Mortality,April,0.0,2019.0
West Bengal,Other Respiratory Illness Cases,April,705.0,2019.0
West Bengal,Asthma Cases,April,189.0,2019.0
West Bengal,Respiratory Hospitalizations,April,2466.0,2019.0
West Bengal,Asthma/COPD Cases,April,7973.0,2019.0
West Bengal,Respiratory Mortality,April,3.0,2019.0
West Bengal,Respiratory Mortality,April,274.0,2019.0
A & N Islands,Other Respiratory Illness Cases,April,0.0,2019.0
A & N Islands,Asthma Cases,April,0.0,2019.0
A & N Islands,Respiratory Hospitalizations,April,34.0,2019.0
A & N Islands,Asthma/COPD Cases,April,116.0,2019.0
A & N Islands,Respiratory Mortality,April,0.0,2019.0
A & N Islands,Respiratory Mortality,April,0.0,2019.0
Andhra Pradesh,Other Respiratory Illness Cases,April,386.0,2019.0
Andhra Pradesh,Asthma Cases,April,509.0,2019.0
Andhra Pradesh,Respiratory Hospitalizations,April,947.0,2019.0
Andhra Pradesh,Asthma/COPD Cases,April,7607.0,2019.0
Andhra Pradesh,Respiratory Mortality,April,14.0,2019.0
Andhra Pradesh,Respiratory Mortality,April,361.0,2019.0
Arunachal Pradesh,Other Respiratory Illness Cases,April,19.0,2019.0
Arunachal Pradesh,Asthma Cases,April,7.0,2019.0
Arunachal Pradesh,Respiratory Hospitalizations,April,104.0,2019.0
Arunachal Pradesh,Asthma/COPD Cases,April,125.0,2019.0
Arunachal Pradesh,Respiratory Mortality,April,0.0,2019.0
Arunachal Pradesh,Respiratory Mortality,April,5.0,2019.0
Assam,Other Respiratory Illness Cases,April,788.0,2019.0
Assam,Asthma Cases,April,225.0,2019.0
Assam,Respiratory Hospitalizations,April,1051.0,2019.0
Assam,Asthma/COPD Cases,April,2512.0,2019.0
Assam,Respiratory Mortality,April,13.0,2019.0
Assam,Respiratory Mortality,April,125.0,2019.0
Bihar,Other Respiratory Illness Cases,April,423.0,2019.0
Bihar,Asthma Cases,April,223.0,2019.0
Bihar,Respiratory Hospitalizations,April,383.0,2019.0
Bihar,Asthma/COPD Cases,April,988.0,2019.0
Bihar,Respiratory Mortality,April,7.0,2019.0
Bihar,Respiratory Mortality,April,18.0,2019.0
Chandigarh,Other Respiratory Illness Cases,April,371.0,2019.0
Chandigarh,Asthma Cases,April,151.0,2019.0
Chandigarh,Respiratory Hospitalizations,April,334.0,2019.0
Chandigarh,Asthma/COPD Cases,April,109.0,2019.0
Chandigarh,Respiratory Mortality,April,3.0,2019.0
Chandigarh,Respiratory Mortality,April,23.0,2019.0
Chhattisgarh,Other Respiratory Illness Cases,April,391.0,2019.0
Chhattisgarh,Asthma Cases,April,66.0,2019.0
Chhattisgarh,Respiratory Hospitalizations,April,780.0,2019.0
Chhattisgarh,Asthma/COPD Cases,April,1622.0,2019.0
Chhattisgarh,Respiratory Mortality,April,6.0,2019.0
Chhattisgarh,Respiratory Mortality,April,64.0,2019.0
Dadra & Nagar Haveli,Other Respiratory Illness Cases,April,6.0,2019.0
Dadra & Nagar Haveli,Asthma Cases,April,3.0,2019.0
Dadra & Nagar Haveli,Respiratory Hospitalizations,April,69.0,2019.0
Dadra & Nagar Haveli,Asthma/COPD Cases,April,70.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,April,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,April,2.0,2019.0
Daman & Diu,Other Respiratory Illness Cases,April,0.0,2019.0
Daman & Diu,Asthma Cases,April,0.0,2019.0
Daman & Diu,Respiratory Hospitalizations,April,10.0,2019.0
Daman & Diu,Asthma/COPD Cases,April,67.0,2019.0
Daman & Diu,Respiratory Mortality,April,0.0,2019.0
Daman & Diu,Respiratory Mortality,April,0.0,2019.0
Delhi,Other Respiratory Illness Cases,April,1191.0,2019.0
Delhi,Asthma Cases,April,714.0,2019.0
